"id","property class","acreage", "value", "orig val data"
429.17-2-59 ,210 1 Family Res - WTRFNT,0.25,"200,000","FULL MARKET VALUE 200,000\r"
429.17-2-60 ,210 1 Family Res - WTRFNT,0.25,"67,000","FULL MARKET VALUE 67,000\r"
429.17-2-61 ,210 1 Family Res,0.25,"55,000","FULL MARKET VALUE 55,000\r"
429.17-2-62 ,210 1 Family Res,0.06,"70,000","FULL MARKET VALUE 70,000\r"
429.17-2-63 ,null,0.06,"209,560","FULL MARKET VALUE 209,560\r"
429.17-2-64 ,null,0.06,"50,600","FULL MARKET VALUE 50,600\r"
429.17-2-67 ,null,0.13,"200,000","FULL MARKET VALUE 200,000\r"
429.17-2-68 ,null,0.15,"285,000","FULL MARKET VALUE 285,000\r"
429.17-2-69 ,null,0.05,"50,000","FULL MARKET VALUE 50,000\r"
429.17-2-70 ,210 1 Family Res,0.13,"110,000","FULL MARKET VALUE 110,000\r"
429.17-2-71 ,null,0.06,"8,000","FULL MARKET VALUE 8,000\r"
429.17-2-73 ,210 1 Family Res - WTRFNT,1.00,"126,500","FULL MARKET VALUE 126,500 AD115 Hancock Ambulance 12,650 TO\r"
429.17-2-74 ,null,0.13,"215,000","FULL MARKET VALUE 215,000\r"
429.17-2-75 ,null,0.13,"210,000","FULL MARKET VALUE 210,000\r"
429.17-2-76 ,null,null,"125,000","FULL MARKET VALUE 125,000\r"
429.17-2-79.1 ,null,0.33,"155,000","FULL MARKET VALUE 155,000\r"
429.17-2-79.2 ,210 1 Family Res - WTRFNT,0.25,"135,000","FULL MARKET VALUE 135,000\r"
429.17-2-80 ,210 1 Family Res,null,"72,500","FULL MARKET VALUE 72,500\r"
429.17-3-2 ,null,1.75,"153,700","FULL MARKET VALUE 153,700\r"
429.17-3-3 ,210 1 Family Res,0.25,"172,000","FULL MARKET VALUE 172,000\r"
429.17-3-4 ,210 1 Family Res,0.25,"160,000","FULL MARKET VALUE 160,000\r"
429.17-3-5 ,null,2.00,"180,000","FULL MARKET VALUE 180,000 AD115 Hancock Ambulance 18,000 TO\r"
429.17-3-7 ,210 1 Family Res - WTRFNT,null,"180,000","FULL MARKET VALUE 180,000\r"
429.17-3-8 ,210 1 Family Res - WTRFNT,0.25,"150,000","FULL MARKET VALUE 150,000\r"
429.17-3-9 ,210 1 Family Res - WTRFNT,0.41,"180,000","FULL MARKET VALUE 180,000\r"
429.17-3-11 ,null,0.13,"36,000","FULL MARKET VALUE 36,000\r"
429.17-3-12 ,210 1 Family Res,0.13,"150,000","FULL MARKET VALUE 150,000\r"
429.17-3-13 ,210 1 Family Res,0.19,"150,000","FULL MARKET VALUE 150,000\r"
429.17-3-14 ,null,0.29,"25,000","FULL MARKET VALUE 25,000\r"
429.17-3-15 ,null,0.47,"126,000","FULL MARKET VALUE 126,000\r"
429.17-3-16 ,210 1 Family Res,0.25,"130,000","FULL MARKET VALUE 130,000\r"
429.17-3-17 ,null,0.50,"537,000","FULL MARKET VALUE 537,000\r"
429.17-3-18 ,210 1 Family Res,0.25,"120,000","FULL MARKET VALUE 120,000\r"
429.17-3-19 ,210 1 Family Res,0.25,"100,000","FULL MARKET VALUE 100,000\r"
429.17-3-20.1 ,210 1 Family Res,0.86,"200,000","FULL MARKET VALUE 200,000\r"
429.17-3-20.2 ,null,1.30,"180,000","FULL MARKET VALUE 180,000\r"
429.17-3-21 ,210 1 Family Res,0.75,"225,000","FULL MARKET VALUE 225,000\r"
429.17-3-22 ,210 1 Family Res,0.25,"150,000","FULL MARKET VALUE 150,000\r"
429.17-3-23 ,210 1 Family Res,0.50,"195,000","FULL MARKET VALUE 195,000\r"
429.17-3-24.1 ,210 1 Family Res,0.32,"110,000","FULL MARKET VALUE 110,000\r"
429.17-3-24.2 ,null,0.33,"40,000","FULL MARKET VALUE 40,000\r"
429.17-3-25 ,210 1 Family Res,0.42,"125,000","FULL MARKET VALUE 125,000\r"
429.17-3-26.1 ,210 1 Family Res,0.18,"200,000","FULL MARKET VALUE 200,000\r"
429.17-3-26.2 ,210 1 Family Res,0.19,"200,000","FULL MARKET VALUE 200,000\r"
429.17-3-27.1 ,210 1 Family Res,null,"95,000","FULL MARKET VALUE 95,000\r"
429.17-3-27.2 ,210 1 Family Res,0.19,"187,000","FULL MARKET VALUE 187,000\r"
429.17-3-28 ,210 1 Family Res,0.25,"155,000","FULL MARKET VALUE 155,000\r"
429.17-3-29 ,210 1 Family Res,0.25,"90,000","FULL MARKET VALUE 90,000\r"
429.17-3-30 ,210 1 Family Res,0.33,"140,000","FULL MARKET VALUE 140,000\r"
429.17-3-31 ,210 1 Family Res,0.33,"120,000","FULL MARKET VALUE 120,000\r"
429.17-3-32 ,210 1 Family Res,0.20,"107,530","FULL MARKET VALUE 107,530\r"
429.17-3-33 ,210 1 Family Res,0.25,"93,750","FULL MARKET VALUE 93,750\r"
429.17-3-34 ,210 1 Family Res,0.20,"125,000","FULL MARKET VALUE 125,000\r"
429.17-3-35 ,210 1 Family Res,0.25,"150,000","FULL MARKET VALUE 150,000\r"
429.17-3-37 ,null,0.50,"215,000","FULL MARKET VALUE 215,000\r"
429.17-4-1 ,210 1 Family Res,0.86,"199,000","FULL MARKET VALUE 199,000 AD115 Hancock Ambulance 19,900 TO\r"
429.17-4-2 ,210 1 Family Res,0.33,"94,280","173 Fifield Ave LLC FULL MARKET VALUE 94,280\r"
429.17-4-3 ,210 1 Family Res,0.75,"166,980","FULL MARKET VALUE 166,980\r"
429.17-4-4 ,210 1 Family Res,0.50,"170,000","FULL MARKET VALUE 170,000\r"
429.17-4-5 ,210 1 Family Res,0.75,"320,000","FULL MARKET VALUE 320,000\r"
429.17-4-6 ,210 1 Family Res,0.33,"220,000","FULL MARKET VALUE 220,000\r"
429.17-4-7 ,210 1 Family Res,0.20,"125,000","FULL MARKET VALUE 125,000\r"
429.17-4-8 ,210 1 Family Res,null,"175,840","FULL MARKET VALUE 175,840\r"
429.17-4-9 ,210 1 Family Res,0.67,"126,500","61 Fifield Ave LLC FULL MARKET VALUE 126,500\r"
429.17-4-10 ,210 1 Family Res,0.75,"120,000","FULL MARKET VALUE 120,000\r"
429.17-4-11.1 ,210 1 Family Res,null,"96,000","FULL MARKET VALUE 96,000\r"
429.17-4-11.2 ,null,null,"100,000","FULL MARKET VALUE 100,000\r"
429.17-4-13 ,null,0.25,"10,000","FULL MARKET VALUE 10,000\r"
429.17-4-14 ,210 1 Family Res,1.00,"100,000","FULL MARKET VALUE 100,000\r"
429.17-4-15 ,210 1 Family Res,0.75,"120,000","FULL MARKET VALUE 120,000\r"
429.17-4-16 ,210 1 Family Res - WTRFNT,0.75,"150,000","FULL MARKET VALUE 150,000\r"
429.17-4-17 ,210 1 Family Res - WTRFNT,0.50,"85,000","FULL MARKET VALUE 85,000\r"
429.17-4-18 ,210 1 Family Res - WTRFNT,0.25,"120,000","FULL MARKET VALUE 120,000\r"
429.17-4-19.1 ,210 1 Family Res - WTRFNT,null,"116,000","FULL MARKET VALUE 116,000\r"
429.17-4-19.2 ,null,null,"60,000","FULL MARKET VALUE 60,000\r"
429.17-4-20 ,210 1 Family Res,0.13,"240,000","FULL MARKET VALUE 240,000\r"
429.17-4-21 ,210 1 Family Res,null,"150,000","FULL MARKET VALUE 150,000\r"
429.17-4-23 ,210 1 Family Res - WTRFNT,0.25,"220,000","FULL MARKET VALUE 220,000\r"
429.17-4-24 ,210 1 Family Res,0.35,"175,000","FULL MARKET VALUE 175,000\r"
429.17-5-1 ,210 1 Family Res,0.25,"90,000","FULL MARKET VALUE 90,000\r"
429.17-5-2 ,210 1 Family Res,0.21,"138,000","FULL MARKET VALUE 138,000\r"
429.17-5-3 ,210 1 Family Res,0.23,"120,000","FULL MARKET VALUE 120,000\r"
429.17-5-5 ,210 1 Family Res,0.20,"90,000","FULL MARKET VALUE 90,000\r"
429.17-5-6 ,210 1 Family Res,null,"120,000","FULL MARKET VALUE 120,000\r"
429.17-5-7.1 ,null,null,"10,000","FULL MARKET VALUE 10,000\r"
429.17-5-7.2 ,210 1 Family Res,null,"30,000","FULL MARKET VALUE 30,000\r"
429.17-5-8 ,210 1 Family Res,0.25,"70,000","FULL MARKET VALUE 70,000\r"
429.17-5-9 ,null,0.13,"70,000","FULL MARKET VALUE 70,000\r"
429.17-5-10 ,null,0.17,"10,000","FULL MARKET VALUE 10,000\r"
429.17-5-12 ,null,null,"90,000","FULL MARKET VALUE 90,000\r"
429.17-5-13.1 ,null,null,"90,000","FULL MARKET VALUE 90,000\r"
429.17-5-13.2 ,null,0.06,"90,000","FULL MARKET VALUE 90,000\r"
429.17-5-14 ,210 1 Family Res,0.34,"100,000","FULL MARKET VALUE 100,000\r"
429.17-5-15 ,null,0.55,"30,000","FULL MARKET VALUE 30,000\r"
429.17-5-16.1 ,null,0.25,"325,000","FULL MARKET VALUE 325,000\r"
429.17-5-16.2 ,null,0.50,"150,000","FULL MARKET VALUE 150,000\r"
429.17-5-18 ,210 1 Family Res,0.67,"107,000","FULL MARKET VALUE 107,000 AD115 Hancock Ambulance 10,700 TO\r"
429.17-5-19 ,210 1 Family Res,0.17,"150,000","FULL MARKET VALUE 150,000\r"
429.17-5-20 ,210 1 Family Res,0.50,"120,000","FULL MARKET VALUE 120,000\r"
429.17-5-21 ,210 1 Family Res,0.50,"130,500","FULL MARKET VALUE 130,500\r"
429.17-5-22 ,210 1 Family Res,0.63,"179,000","FULL MARKET VALUE 179,000\r"
429.17-5-24.1 ,null,1.28,"16,000","FULL MARKET VALUE 16,000\r"
429.17-5-24.2 ,null,0.62,"40,000","FULL MARKET VALUE 40,000\r"
429.17-5-25 ,210 1 Family Res,0.33,"180,000","FULL MARKET VALUE 180,000\r"
429.17-5-26 ,null,0.13,"5,500","FULL MARKET VALUE 5,500\r"
429.17-5-27 ,null,0.67,"50,000","FULL MARKET VALUE 50,000\r"
429.17-6-1 ,null,0.64,"125,000","FULL MARKET VALUE 125,000\r"
429.17-7-1 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.17-7-2 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.17-7-3 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.17-7-4 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.17-7-5 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.17-7-6 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-7 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-8 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-9 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-10 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-11 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-12 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-13 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-14 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-15 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-16 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-17 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-18 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-19 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-20 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-21 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-22 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-23 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-24 ,null,0.04,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-25 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-26 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-27 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-28 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-29 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-30 ,null,null,"6,000","FULL MARKET VALUE 6,000\r"
429.17-7-31 ,null,null,"50,000","FULL MARKET VALUE 50,000\r"
429.18-1-1 ,210 1 Family Res,0.50,"140,000","FULL MARKET VALUE 140,000\r"
429.18-1-2 ,210 1 Family Res,0.38,"95,000","FULL MARKET VALUE 95,000\r"
429.18-1-3 ,null,0.17,"11,000","FULL MARKET VALUE 11,000\r"
429.18-1-4 ,210 1 Family Res,0.13,"55,000","FULL MARKET VALUE 55,000\r"
429.18-1-5 ,null,0.13,"6,000","FULL MARKET VALUE 6,000\r"
429.18-1-8 ,null,0.25,"50,000","FULL MARKET VALUE 50,000\r"
429.18-1-9 ,null,2.75,"850,000","FULL MARKET VALUE 850,000\r"
429.18-1-10.2 ,null,0.08,"180,000","FULL MARKET VALUE 180,000\r"
429.18-1-11 ,null,0.08,"20,000","FULL MARKET VALUE 20,000\r"
429.18-1-12 ,null,0.60,"225,000","FULL MARKET VALUE 225,000\r"
429.18-1-13 ,210 1 Family Res,0.25,"115,000","FULL MARKET VALUE 115,000\r"
429.18-1-14 ,210 1 Family Res,0.13,"150,000","County of Delaware FULL MARKET VALUE 150,000\r"
429.18-1-15 ,210 1 Family Res,0.13,"115,000","FULL MARKET VALUE 115,000\r"
429.18-1-16 ,null,0.13,"9,000","FULL MARKET VALUE 9,000\r"
429.18-1-17 ,null,0.13,"83,000","FULL MARKET VALUE 83,000\r"
429.18-1-18 ,210 1 Family Res,0.50,"95,000","FULL MARKET VALUE 95,000\r"
429.18-1-19 ,210 1 Family Res,0.25,"62,500","FULL MARKET VALUE 62,500\r"
429.18-1-20 ,null,1.20,"10,000","FULL MARKET VALUE 10,000\r"
429.18-1-21 ,210 1 Family Res,0.25,"65,000","FULL MARKET VALUE 65,000\r"
429.18-1-22 ,210 1 Family Res,0.89,"90,000","FULL MARKET VALUE 90,000\r"
429.18-1-23 ,210 1 Family Res,1.90,"48,000","FULL MARKET VALUE 48,000\r"
429.18-1-24 ,210 1 Family Res,0.50,"45,000","FULL MARKET VALUE 45,000\r"
429.18-2-1 ,null,0.73,"325,000","FULL MARKET VALUE 325,000\r"
429.18-2-2 ,null,0.13,"15,000","FULL MARKET VALUE 15,000\r"
429.18-2-4.1 ,null,null,"204,000","FULL MARKET VALUE 204,000\r"
429.18-2-5 ,null,0.26,"180,000","FULL MARKET VALUE 180,000\r"
429.18-2-6 ,210 1 Family Res - WTRFNT,0.42,"105,000","FULL MARKET VALUE 105,000\r"
429.18-2-7 ,210 1 Family Res - WTRFNT,0.13,"115,000","FULL MARKET VALUE 115,000\r"
429.18-2-8 ,210 1 Family Res - WTRFNT,0.21,"85,000","FULL MARKET VALUE 85,000\r"
429.18-2-9 ,210 1 Family Res - WTRFNT,0.13,"115,000","FULL MARKET VALUE 115,000\r"
429.18-2-10 ,210 1 Family Res - WTRFNT,0.13,"130,000","FULL MARKET VALUE 130,000\r"
429.18-2-11 ,210 1 Family Res - WTRFNT,0.46,"130,000","FULL MARKET VALUE 130,000\r"
429.18-2-12 ,210 1 Family Res - WTRFNT,0.32,"125,000","FULL MARKET VALUE 125,000\r"
429.18-2-13 ,210 1 Family Res - WTRFNT,0.13,"108,000","FULL MARKET VALUE 108,000\r"
429.18-2-14 ,null,0.25,"450,000","FULL MARKET VALUE 450,000\r"
429.18-2-15 ,210 1 Family Res - WTRFNT,0.63,"183,430","FULL MARKET VALUE 183,430\r"
429.18-2-16 ,null,0.50,"124,900","FULL MARKET VALUE 124,900\r"
429.18-2-17 ,210 1 Family Res - WTRFNT,0.25,"165,000","FULL MARKET VALUE 165,000\r"
429.18-2-18 ,210 1 Family Res - WTRFNT,0.13,"125,000","FULL MARKET VALUE 125,000\r"
429.18-2-19 ,null,0.25,"105,000","FULL MARKET VALUE 105,000\r"
429.18-2-20 ,210 1 Family Res - WTRFNT,0.26,"125,000","FULL MARKET VALUE 125,000\r"
429.18-2-21 ,null,0.25,"65,000","FULL MARKET VALUE 65,000\r"
429.18-2-22 ,210 1 Family Res - WTRFNT,0.25,"150,000","FULL MARKET VALUE 150,000\r"
429.18-2-23 ,210 1 Family Res - WTRFNT,0.50,"115,000","FULL MARKET VALUE 115,000\r"
429.18-2-25 ,210 1 Family Res - WTRFNT,0.25,"100,000","FULL MARKET VALUE 100,000\r"
429.18-2-26 ,210 1 Family Res - WTRFNT,0.32,"107,000","FULL MARKET VALUE 107,000\r"
429.18-2-27 ,210 1 Family Res - WTRFNT,1.70,"245,000","FULL MARKET VALUE 245,000\r"
429.18-2-28 ,null,1.90,"45,000","FULL MARKET VALUE 45,000\r"
429.18-2-30 ,210 1 Family Res - WTRFNT,null,"150,000","FULL MARKET VALUE 150,000\r"
429.18-2-31 ,210 1 Family Res - WTRFNT,0.77,"180,000","FULL MARKET VALUE 180,000\r"
429.18-2-32 ,210 1 Family Res - WTRFNT,0.87,"180,000","FULL MARKET VALUE 180,000\r"
429.18-2-33 ,210 1 Family Res - WTRFNT,1.00,"201,500","FULL MARKET VALUE 201,500\r"
429.18-2-34 ,null,4.30,"20,000","FULL MARKET VALUE 20,000\r"
429.18-2-35 ,210 1 Family Res - WTRFNT,3.00,"150,000","FULL MARKET VALUE 150,000\r"
429.18-2-36 ,210 1 Family Res,1.00,"85,000","FULL MARKET VALUE 85,000\r"
429.18-2-37 ,null,13.50,"28,000","FULL MARKET VALUE 28,000\r"
429.18-2-39 ,null,1.00,"20,000","FULL MARKET VALUE 20,000\r"
429.18-2-40 ,210 1 Family Res,0.25,"100,000","FULL MARKET VALUE 100,000\r"
429.18-2-41 ,null,6.01,"175,000","FULL MARKET VALUE 175,000\r"
429.18-2-42 ,210 1 Family Res,0.14,"75,000","FULL MARKET VALUE 75,000\r"
429.18-2-43 ,210 1 Family Res,0.75,"80,000","FULL MARKET VALUE 80,000\r"
429.18-2-44 ,210 1 Family Res,null,"130,000","FULL MARKET VALUE 130,000\r"
429.18-2-45 ,210 1 Family Res,0.36,"125,000","FULL MARKET VALUE 125,000\r"
429.18-2-46 ,210 1 Family Res - WTRFNT,0.75,"310,000","FULL MARKET VALUE 310,000\r"
429.18-2-47 ,210 1 Family Res,0.25,"82,230","FULL MARKET VALUE 82,230\r"
429.18-2-48 ,210 1 Family Res,0.50,"170,000","FULL MARKET VALUE 170,000\r"
429.18-2-49 ,210 1 Family Res,0.50,"120,000","FULL MARKET VALUE 120,000\r"
429.18-2-50.1 ,210 1 Family Res - WTRFNT,null,"188,000","FULL MARKET VALUE 188,000\r"
439.5-1-1 ,210 1 Family Res - WTRFNT,1.00,"65,000","FULL MARKET VALUE 65,000\r"
439.5-1-2.1 ,null,103.67,"234,000","FULL MARKET VALUE 234,000\r"
439.5-1-2.1-1 ,null,null,"366,000","FULL MARKET VALUE 366,000\r"
439.5-1-2.2 ,null,1.00,"30,000","FULL MARKET VALUE 30,000\r"
439.5-1-2.3 ,210 1 Family Res - WTRFNT,0.58,"120,000","FULL MARKET VALUE 120,000\r"
439.5-1-3 ,260 Seasonal res - WTRFNT,1.00,"70,000","FULL MARKET VALUE 70,000\r"
439.5-1-4.11 ,null,1.52,"40,000","FULL MARKET VALUE 40,000\r"
439.5-1-4.12 ,null,1.24,"40,000","FULL MARKET VALUE 40,000\r"
439.5-1-4.2 ,null,0.80,"30,000","FULL MARKET VALUE 30,000\r"
439.5-1-6.1 ,210 1 Family Res - WTRFNT,4.59,"326,800","FULL MARKET VALUE 326,800\r"
439.5-1-6.2 ,210 1 Family Res - WTRFNT,10.02,"393,500","FULL MARKET VALUE 393,500\r"
439.5-1-6.3 ,null,17.87,"233,300","FULL MARKET VALUE 233,300\r"
439.6-1-1.11 ,null,null,"1324,750","FULL MARKET VALUE 1324,750\r"
439.6-1-1.13 ,null,null,"227,960","FULL MARKET VALUE 227,960\r"
439.6-1-2.1 ,210 1 Family Res - WTRFNT,1.60,"190,000","FULL MARKET VALUE 190,000\r"
439.6-1-3 ,210 1 Family Res,0.25,"140,000","FULL MARKET VALUE 140,000\r"
439.6-1-4 ,210 1 Family Res,0.33,"145,000","FULL MARKET VALUE 145,000\r"
439.6-1-5 ,210 1 Family Res,0.25,"130,000","FULL MARKET VALUE 130,000\r"
439.6-1-7 ,210 1 Family Res,0.50,"145,000","FULL MARKET VALUE 145,000\r"
439.6-1-8 ,210 1 Family Res,0.25,"145,000","FULL MARKET VALUE 145,000\r"
439.6-1-9 ,210 1 Family Res,0.25,"85,000","FULL MARKET VALUE 85,000 AD115 Hancock Ambulance 8,500 TO\r"
439.6-1-10.1 ,null,1.03,"140,000","FULL MARKET VALUE 140,000\r"
439.6-1-10.3 ,null,0.75,"12,000","FULL MARKET VALUE 12,000\r"
439.6-1-11 ,210 1 Family Res,1.00,"255,000","FULL MARKET VALUE 255,000\r"
439.6-1-12 ,210 1 Family Res,null,"150,000","FULL MARKET VALUE 150,000\r"
439.6-1-13.1 ,210 1 Family Res,1.00,"220,000","FULL MARKET VALUE 220,000\r"
439.6-1-15.1 ,210 1 Family Res,0.88,"55,000","FULL MARKET VALUE 55,000\r"
439.6-1-17.2 ,210 1 Family Res,null,"160,000","FULL MARKET VALUE 160,000\r"
439.6-1-18.1 ,210 1 Family Res,1.50,"105,000","FULL MARKET VALUE 105,000\r"
439.6-1-18.2 ,null,5.83,"20,000","FULL MARKET VALUE 20,000\r"
439.6-1-20 ,210 1 Family Res,0.50,"70,000","FULL MARKET VALUE 70,000\r"
439.6-1-21.1 ,210 1 Family Res,0.50,"100,000","FULL MARKET VALUE 100,000\r"
439.6-1-21.2 ,210 1 Family Res,6.80,"160,000","FULL MARKET VALUE 160,000\r"
439.6-1-24 ,210 1 Family Res,0.84,"139,000","FULL MARKET VALUE 139,000\r"
439.6-1-25 ,null,0.50,"90,000","FULL MARKET VALUE 90,000\r"
439.6-1-26 ,210 1 Family Res,0.33,"240,000","FULL MARKET VALUE 240,000\r"
439.6-1-27 ,null,0.33,"20,000","FULL MARKET VALUE 20,000\r"
439.6-1-28 ,210 1 Family Res,0.50,"180,000","FULL MARKET VALUE 180,000\r"
439.6-1-29 ,210 1 Family Res,0.75,"160,000","FULL MARKET VALUE 160,000\r"
439.6-1-30 ,210 1 Family Res,0.50,"115,000","FULL MARKET VALUE 115,000\r"
439.6-1-31 ,210 1 Family Res,0.25,"100,000","FULL MARKET VALUE 100,000\r"
439.6-1-32 ,210 1 Family Res,0.25,"201,140","FULL MARKET VALUE 201,140\r"
439.6-1-33 ,210 1 Family Res,0.25,"105,000","FULL MARKET VALUE 105,000\r"
439.6-1-34.2 ,null,0.33,"115,000","FULL MARKET VALUE 115,000\r"
439.6-1-34.3 ,null,0.33,"15,000","FULL MARKET VALUE 15,000\r"
439.6-1-35 ,null,null,"57,000","FULL MARKET VALUE 57,000\r"
439.6-1-36 ,210 1 Family Res,0.67,"195,000","FULL MARKET VALUE 195,000\r"
439.6-1-37 ,210 1 Family Res,0.13,"178,000","FULL MARKET VALUE 178,000\r"
439.9-1-1 ,260 Seasonal res - WTRFNT,3.98,"140,000","FULL MARKET VALUE 140,000\r"
439.9-1-2 ,210 1 Family Res - WTRFNT,1.95,"100,000","FULL MARKET VALUE 100,000\r"
439.9-1-3 ,210 1 Family Res - WTRFNT,77.13,"1420,000","FULL MARKET VALUE 1420,000\r"
1.-36-54 ,null,null,"25,720","Hancock, NY 13783 FULL MARKET VALUE 25,720 AD115 Hancock Ambulance 2,572 TO\r"
1.-36-71 ,null,null,"10,850","Hancock, NY FULL MARKET VALUE 10,850 AD115 Hancock Ambulance 1,085 TO\r"
1.-36-72 ,null,null,"35,940","Hancock, NY FULL MARKET VALUE 35,940 AD115 Hancock Ambulance 3,594 TO\r"
1.-36-102 ,null,null,"96,150","Hancock, NY FULL MARKET VALUE 96,150\r"
1.-36-7 ,null,null,"0","Houston, TX 77252 FULL MARKET VALUE 0 AD115 Hancock Ambulance 0 TO\r"
429.17-3-6 ,null,23.40,"280,580","FULL MARKET VALUE 280,580\r"
428.12-1-3 ,null,21.00,"25,000","FULL MARKET VALUE 25,000\r"
428.12-1-4 ,null,38.40,"1100,000","FULL MARKET VALUE 1100,000 110,000 EX\r"
428.16-1-1 ,null,13.00,"200,000","FULL MARKET VALUE 200,000\r"
428.16-2-23.321 ,null,null,"30,000","FULL MARKET VALUE 30,000\r"
428.16-2-23.322 ,null,null,"20,000","FULL MARKET VALUE 20,000\r"
428.16-2-23.323 ,null,null,"40,000","FULL MARKET VALUE 40,000\r"
428.16-2-23.324 ,null,null,"300,000","FULL MARKET VALUE 300,000\r"
428.16-2-30.1 ,null,0.75,"380,000","FULL MARKET VALUE 380,000\r"
428.19-1-1 ,null,17.30,"60,000","FULL MARKET VALUE 60,000\r"
428.20-1-5 ,null,1.40,"400,000","FULL MARKET VALUE 400,000 40,000 EX\r"
428.20-1-45.11 ,null,0.07,"200,000","FULL MARKET VALUE 200,000 20,000 EX\r"
429.13-2-2 ,null,23.00,"9000,000","FULL MARKET VALUE 9000,000\r"
429.13-2-4 ,null,null,"4,000","FULL MARKET VALUE 4,000 400 EX\r"
429.13-2-24 ,null,null,"242,500","FULL MARKET VALUE 242,500 24,250 EX\r"
429.13-2-25 ,null,null,"737,000","FULL MARKET VALUE 737,000 73,700 EX\r"
429.13-2-26 ,null,0.50,"200,000","FULL MARKET VALUE 200,000\r"
429.13-2-29 ,null,0.59,"110,000","FULL MARKET VALUE 110,000\r"
429.13-2-41 ,null,0.89,"1179,000","FULL MARKET VALUE 1179,000\r"
429.13-3-10 ,null,null,"100,000","FULL MARKET VALUE 100,000\r"
429.17-1-1.1 ,null,1.80,"523,000","FULL MARKET VALUE 523,000 52,300 EX\r"
429.17-1-1.2 ,null,null,"227,000","FULL MARKET VALUE 227,000\r"
429.17-2-1 ,null,0.92,"600,000","FULL MARKET VALUE 600,000\r"
429.17-2-6 ,null,0.06,"150,000","FULL MARKET VALUE 150,000\r"
429.17-2-7 ,null,0.13,"389,000","FULL MARKET VALUE 389,000\r"
429.17-2-65.1 ,null,0.10,"190,000","FULL MARKET VALUE 190,000\r"
429.17-3-1.2 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.18-1-7 ,null,null,"5,000","FULL MARKET VALUE 5,000 500 EX\r"
439.6-1-15.2 ,null,null,"4581,000","FULL MARKET VALUE 4581,000\r"
439.6-1-16 ,null,1.50,"42,000","FULL MARKET VALUE 42,000\r"
439.6-1-17.1 ,null,null,"25,000","FULL MARKET VALUE 25,000\r"
439.6-1-19 ,null,1.00,"20,000","FULL MARKET VALUE 20,000 2,000 EX\r"
439.6-1-34.1 ,323 Vacant rural,null,"1,000","FULL MARKET VALUE 1,000\r"
356.-1-1 ,210 1 Family Res,5.00,"140,000","FULL MARKET VALUE 140,000\r"
356.-1-2.1 ,null,26.50,"215,000","FULL MARKET VALUE 215,000\r"
356.-1-2.2 ,null,21.83,"200,000","FULL MARKET VALUE 200,000\r"
356.-1-2.3 ,314 Rural vac<10,4.18,"30,000","FULL MARKET VALUE 30,000\r"
356.-1-2.4 ,314 Rural vac<10,3.67,"29,000","FULL MARKET VALUE 29,000\r"
356.-1-3.1 ,210 1 Family Res,26.00,"195,000","FULL MARKET VALUE 195,000\r"
356.-1-3.2 ,null,22.50,"330,000","FULL MARKET VALUE 330,000\r"
356.-1-3.3 ,314 Rural vac<10,3.90,"31,000","FULL MARKET VALUE 31,000\r"
356.-1-3.4 ,null,12.56,"50,000","FULL MARKET VALUE 50,000\r"
356.-1-4 ,null,97.35,"180,000","FULL MARKET VALUE 180,000\r"
356.-1-5 ,null,20.20,"40,000","FULL MARKET VALUE 40,000\r"
